,Bill,annual_bill_number,year,url
4262,Statistics (1926 Census Release) Bill 2017,42,017/,https://www.oireachtas.ie/en/bills/bill/2017/142/
4263,Community Energy (Co-ownership) Bill 2017,41,017/,https://www.oireachtas.ie/en/bills/bill/2017/141/
4264,Property Services Regulatory Authority (Amendment) (Bidding Transparency) Bill 2017,40,017/,https://www.oireachtas.ie/en/bills/bill/2017/140/
4265,Personal Insolvency (Amendment) Bill 2017,39,017/,https://www.oireachtas.ie/en/bills/bill/2017/139/
4266,Consumer Rights (Gift Vouchers) Bill 2017,38,017/,https://www.oireachtas.ie/en/bills/bill/2017/138/
4267,Electoral (Amendment) (Dáil Constituencies) Act  2017,37,017/,https://www.oireachtas.ie/en/bills/bill/2017/137/
4268,Prohibition of Fossil Fuels (Keep it in the Ground) Bill 2017,36,017/,https://www.oireachtas.ie/en/bills/bill/2017/136/
4269,Health Insurance (Amendment) Act  2017,35,017/,https://www.oireachtas.ie/en/bills/bill/2017/135/
4270,Social Welfare Act  2017,34,017/,https://www.oireachtas.ie/en/bills/bill/2017/134/
4271,Petroleum and Other Minerals Development (Climate Emergency Measures) Bill 2017,33,017/,https://www.oireachtas.ie/en/bills/bill/2017/133/
4272,Criminal Law (Sexual Offences) (Amendment) Bill 2017,32,017/,https://www.oireachtas.ie/en/bills/bill/2017/132/
4273,Equality (Miscellaneous Provisions) (No.2) Bill 2017,31,017/,https://www.oireachtas.ie/en/bills/bill/2017/131/
4274,Multi-Party Actions Bill 2017,30,017/,https://www.oireachtas.ie/en/bills/bill/2017/130/
4275,Assisted Decision-Making (Capacity) (Amendment) Bill 2017,29,017/,https://www.oireachtas.ie/en/bills/bill/2017/129/
4276,Regional Technical Colleges (Amendment) Bill 2017,28,017/,https://www.oireachtas.ie/en/bills/bill/2017/128/
4277,Electoral (Amendment) (Voting Rights for Residents) Bill 2017,27,017/,https://www.oireachtas.ie/en/bills/bill/2017/127/
4278,Health and Safety (Carbon Monoxide) Bill 2017,26,017/,https://www.oireachtas.ie/en/bills/bill/2017/126/
4279,Defence (Veterans Lapel Badge) Bill 2017,25,017/,https://www.oireachtas.ie/en/bills/bill/2017/125/
4280,Public Service Pay and Pensions Act  2017,24,017/,https://www.oireachtas.ie/en/bills/bill/2017/124/
4281,Companies (Statutory Audits) Act 2018,23,017/,https://www.oireachtas.ie/en/bills/bill/2017/123/
4282,Criminal Justice (Corruption Offences) Act 2018,22,017/,https://www.oireachtas.ie/en/bills/bill/2017/122/
4283,Maternity Protection (Local Government Members) Bill 2017,21,017/,https://www.oireachtas.ie/en/bills/bill/2017/121/
4284,Planning and Development (Strategic Infrastructure) (Amendment) Bill 2017,20,017/,https://www.oireachtas.ie/en/bills/bill/2017/120/
4285,Comptroller and Auditor General (Accountability of Recipients of Public Funds) (Amendment) Bill 2017,19,017/,https://www.oireachtas.ie/en/bills/bill/2017/119/
4286,Civil Law (Costs in Probate Matters) Bill 2017,18,017/,https://www.oireachtas.ie/en/bills/bill/2017/118/
4287,Contempt of Court Bill 2017,17,017/,https://www.oireachtas.ie/en/bills/bill/2017/117/
4288,Landlord and Tenant (Ground Rents) (Amendment) Act 2019,16,017/,https://www.oireachtas.ie/en/bills/bill/2017/116/
4289,Finance Act  2017,15,017/,https://www.oireachtas.ie/en/bills/bill/2017/115/
4290,National Asset Management Agency (Amendment) Bill 2017,14,017/,https://www.oireachtas.ie/en/bills/bill/2017/114/
4291,Vacant Housing Refurbishment Bill 2017,13,017/,https://www.oireachtas.ie/en/bills/bill/2017/113/
4292,Mental Health Parity Bill 2017,12,017/,https://www.oireachtas.ie/en/bills/bill/2017/112/
4293,Water Services Act  2017,11,017/,https://www.oireachtas.ie/en/bills/bill/2017/111/
4294,National Archives (Amendment) Act 2018,10,017/,https://www.oireachtas.ie/en/bills/bill/2017/110/
4295,Education (Welfare) (Amendment) Bill 2017,09,017/,https://www.oireachtas.ie/en/bills/bill/2017/109/
4296,Road Traffic (Amendment) Act 2018,08,017/,https://www.oireachtas.ie/en/bills/bill/2017/108/
4297,Thirty-fifth Amendment of the Constitution (Separation of Church and State) Bill 2017,07,017/,https://www.oireachtas.ie/en/bills/bill/2017/107/
4298,Court Funds Administration Bill 2017,06,017/,https://www.oireachtas.ie/en/bills/bill/2017/106/
4299,Island Fisheries (Heritage Licence) Bill 2017,05,017/,https://www.oireachtas.ie/en/bills/bill/2017/105/
4300,Waste Reduction (Miscellaneous Provisions) Bill 2017,04,017/,https://www.oireachtas.ie/en/bills/bill/2017/104/
4301,Thirty-fifth Amendment of the Constitution (Blasphemy) Bill 2017,03,017/,https://www.oireachtas.ie/en/bills/bill/2017/103/
4302,Defamation (Amendment) Bill 2017,02,017/,https://www.oireachtas.ie/en/bills/bill/2017/102/
4303,International Protection (Family Reunification) (Amendment) Bill 2017,01,017/,https://www.oireachtas.ie/en/bills/bill/2017/101/
4304,Housing (Homeless Families) Bill 2017,00,017/,https://www.oireachtas.ie/en/bills/bill/2017/100/
4305,Small Unmanned Aircraft (Drones) Bill 2017,99,2017,https://www.oireachtas.ie/en/bills/bill/2017/99/
4306,Education (Inspection of Individual Education Plans for Children with Special Needs) Bill 2017,98,2017,https://www.oireachtas.ie/en/bills/bill/2017/98/
4307,Ministers and Secretaries (Amendment) Act  2017,97,2017,https://www.oireachtas.ie/en/bills/bill/2017/97/
4308,Genuine Progress Indicators and National Distributional Accounts Bill 2017,96,2017,https://www.oireachtas.ie/en/bills/bill/2017/96/
4309,Roads (Amendment) Bill 2017,95,2017,https://www.oireachtas.ie/en/bills/bill/2017/95/
4310,"Social Welfare, Pensions and Civil Registration Bill 2017",94,2017,https://www.oireachtas.ie/en/bills/bill/2017/94/
4311,Planning and Development (Rapid Broadband) Bill 2017,93,2017,https://www.oireachtas.ie/en/bills/bill/2017/93/
4312,Life Saving Equipment Bill 2017,92,2017,https://www.oireachtas.ie/en/bills/bill/2017/92/
4313,Planning and Development (Amendment) Act  2017,91,2017,https://www.oireachtas.ie/en/bills/bill/2017/91/
4314,Education (Regulation of Voluntary Contributions in Schools) Bill 2017,90,2017,https://www.oireachtas.ie/en/bills/bill/2017/90/
4315,Neighbour Disputes (Vegetation) Bill 2017,89,2017,https://www.oireachtas.ie/en/bills/bill/2017/89/
4316,Mortgage Arrears Resolution (Family Home) Bill 2017,88,2017,https://www.oireachtas.ie/en/bills/bill/2017/88/
4317,Equality (Miscellaneous Provisions) Bill 2017,87,2017,https://www.oireachtas.ie/en/bills/bill/2017/87/
4318,National Minimum Wage (Removal of Sub-minimum Rates of Pay) Bill 2017,86,2017,https://www.oireachtas.ie/en/bills/bill/2017/86/
4319,Rent Transparency Bill 2017,85,2017,https://www.oireachtas.ie/en/bills/bill/2017/85/
4320,National Housing Co-operative Bill 2017,84,2017,https://www.oireachtas.ie/en/bills/bill/2017/84/
4321,Public Services and Procurement (Workers' Rights) Bill 2017,83,2017,https://www.oireachtas.ie/en/bills/bill/2017/83/
4322,Thirty-fifth Amendment of the Constitution (Protection of Pension Property Rights) Bill 2017,82,2017,https://www.oireachtas.ie/en/bills/bill/2017/82/
4323,Legal Metrology (Measuring Instruments) Act  2017,81,2017,https://www.oireachtas.ie/en/bills/bill/2017/81/
4324,Waste Reduction Bill 2017,80,2017,https://www.oireachtas.ie/en/bills/bill/2017/80/
4325,Industrial Relations (Defence Forces) (Amendment) Bill 2017,79,2017,https://www.oireachtas.ie/en/bills/bill/2017/79/
4326,Rugby World Cup 2023 Act 2017,78,2017,https://www.oireachtas.ie/en/bills/bill/2017/78/
4327,Independent Reporting Commission Act  2017,77,2017,https://www.oireachtas.ie/en/bills/bill/2017/77/
4328,Health and Social Care Professionals (Amendment) Act  2017,76,2017,https://www.oireachtas.ie/en/bills/bill/2017/76/
4329,Planning and Development (Amendment) Bill 2017,75,2017,https://www.oireachtas.ie/en/bills/bill/2017/75/
4330,Road Traffic (Quads and Scramblers) (Amendment) Bill 2017,74,2017,https://www.oireachtas.ie/en/bills/bill/2017/74/
4331,Criminal Justice (Commission of Sexual Offences) (Amendment) Bill 2017,73,2017,https://www.oireachtas.ie/en/bills/bill/2017/73/
4332,Valuation (Amendment) Bill 2017,72,2017,https://www.oireachtas.ie/en/bills/bill/2017/72/
4333,Judicial Appointments Commission Bill 2017,71,2017,https://www.oireachtas.ie/en/bills/bill/2017/71/
4334,Judicial Council Act 2019,70,2017,https://www.oireachtas.ie/en/bills/bill/2017/70/
4335,Health and Safety (Funfair) (Amendment) Bill 2017,69,2017,https://www.oireachtas.ie/en/bills/bill/2017/69/
4336,Controlled Drugs and Harm Reduction Bill 2017,68,2017,https://www.oireachtas.ie/en/bills/bill/2017/68/
4337,Údarás na Gaeltachta (Amendment) Bill 2017,67,2017,https://www.oireachtas.ie/en/bills/bill/2017/67/
4338,Foal Levy Bill 2017,66,2017,https://www.oireachtas.ie/en/bills/bill/2017/66/
4339,Urban Regeneration and Housing (Amendment) Bill 2017,65,2017,https://www.oireachtas.ie/en/bills/bill/2017/65/
4340,Irish Human Rights and Equality Commission (Gender Pay Gap Information) Bill 2017,64,2017,https://www.oireachtas.ie/en/bills/bill/2017/64/
4341,"Harassment, Harmful Communications and Related Offences Act 2020",63,2017,https://www.oireachtas.ie/en/bills/bill/2017/63/
4342,Asian Infrastructure Investment Bank Act  2017,62,2017,https://www.oireachtas.ie/en/bills/bill/2017/62/
4343,Autism Spectrum Disorder Bill 2017,61,2017,https://www.oireachtas.ie/en/bills/bill/2017/61/
4344,Declaration of Independence Day Bill 2017,60,2017,https://www.oireachtas.ie/en/bills/bill/2017/60/
4345,Financial Services and Pensions Ombudsman Act  2017,59,2017,https://www.oireachtas.ie/en/bills/bill/2017/59/
4346,Litter Pollution (Amendment) Bill 2017,58,2017,https://www.oireachtas.ie/en/bills/bill/2017/58/
4347,Trade Union (Garda Síochána and the Defence Forces) Bill 2017,57,2017,https://www.oireachtas.ie/en/bills/bill/2017/57/
4348,Consumer Protection (Gift Vouchers) Act 2019,42,018/,https://www.oireachtas.ie/en/bills/bill/2018/142/
4349,Criminal Justice (Rehabilitative Periods) Bill 2018,41,018/,https://www.oireachtas.ie/en/bills/bill/2018/141/
4350,Residential Tenancies (Amendment) Act 2019,40,018/,https://www.oireachtas.ie/en/bills/bill/2018/140/
4351,Treatment of Cancer (Advertisements) Bill 2018,39,018/,https://www.oireachtas.ie/en/bills/bill/2018/139/
4352,Housing (Adaptation Grant for People with a Disability) Bill 2018,38,018/,https://www.oireachtas.ie/en/bills/bill/2018/138/
4353,Appropriation Act 2018,37,018/,https://www.oireachtas.ie/en/bills/bill/2018/137/
4354,Houses of the Oireachtas Commission (Amendment) Act 2018,36,018/,https://www.oireachtas.ie/en/bills/bill/2018/136/
4355,Consumer Credit (Amendment) Bill 2018,35,018/,https://www.oireachtas.ie/en/bills/bill/2018/135/
4356,Multi-Unit Developments (Amendment) (Sinking Fund) Bill 2018 ,34,018/,https://www.oireachtas.ie/en/bills/bill/2018/134/
4357,Children's Digital Protection Bill 2018,33,018/,https://www.oireachtas.ie/en/bills/bill/2018/133/
4358,Data Protection (Amendment) Bill 2018,32,018/,https://www.oireachtas.ie/en/bills/bill/2018/132/
4359,Anti-Evictions Bill 2018,31,018/,https://www.oireachtas.ie/en/bills/bill/2018/131/
4360,Aircraft Noise (Dublin Airport) Regulation Act 2019,30,018/,https://www.oireachtas.ie/en/bills/bill/2018/130/
4361,Criminal Law (Extraterritorial Jurisdiction) Act 2019,29,018/,https://www.oireachtas.ie/en/bills/bill/2018/129/
4362,Dublin Transport Authority (Amendment) (No. 2) Bill 2018,28,018/,https://www.oireachtas.ie/en/bills/bill/2018/128/
4363,Childcare Price Transparency Bill 2018,27,018/,https://www.oireachtas.ie/en/bills/bill/2018/127/
4364,Residential Tenancies (Prohibition on Viewing Fees) Bill 2018,26,018/,https://www.oireachtas.ie/en/bills/bill/2018/126/
4365,Regulation of Intimate Piercing and Tattooing Bill 2018,25,018/,https://www.oireachtas.ie/en/bills/bill/2018/125/
4366,Irish Nationality and Citizenship (Naturalisation of Minors Born in Ireland) Bill 2018,24,018/,https://www.oireachtas.ie/en/bills/bill/2018/124/
4367,European Investment Fund Agreement Act 2018,23,018/,https://www.oireachtas.ie/en/bills/bill/2018/123/
4368,Health Insurance (Amendment) Act 2018,22,018/,https://www.oireachtas.ie/en/bills/bill/2018/122/
4369,Thirty-Eighth Amendment of the Constitution (Neutrality) Bill 2018,21,018/,https://www.oireachtas.ie/en/bills/bill/2018/121/
4370,"Social Welfare, Pensions and Civil Registration Act 2018",20,018/,https://www.oireachtas.ie/en/bills/bill/2018/120/
4371,Housing Emergency Measures in the Public Interest Bill 2018,19,018/,https://www.oireachtas.ie/en/bills/bill/2018/119/
4372,Just Transition (Worker and Community Environmental Rights) Bill 2018,18,018/,https://www.oireachtas.ie/en/bills/bill/2018/118/
4373,Irish Film Board (Amendment) Act 2018 ,17,018/,https://www.oireachtas.ie/en/bills/bill/2018/117/
4374,National Surplus (Reserve Fund for Exceptional Contingencies) Act 2019,16,018/,https://www.oireachtas.ie/en/bills/bill/2018/116/
4375,Farm Safety Agency Bill 2018,15,018/,https://www.oireachtas.ie/en/bills/bill/2018/115/
4376,Dublin Transport Authority (Amendment) Bill 2018,14,018/,https://www.oireachtas.ie/en/bills/bill/2018/114/
4377,Freedom Of Information (Oversight of the Office of the President) (Amendment) Bill 2018,13,018/,https://www.oireachtas.ie/en/bills/bill/2018/113/
4378,Criminal Justice (Perjury and Related Offences) Act 2021,12,018/,https://www.oireachtas.ie/en/bills/bill/2018/112/
4379,Finance Act 2018,11,018/,https://www.oireachtas.ie/en/bills/bill/2018/111/
4380,Residential Tenancies (Prevention of Family Homelessness) Bill 2018,10,018/,https://www.oireachtas.ie/en/bills/bill/2018/110/
4381,Greyhound Racing Act 2019,09,018/,https://www.oireachtas.ie/en/bills/bill/2018/109/
4382,Social Welfare Commission Bill 2018,08,018/,https://www.oireachtas.ie/en/bills/bill/2018/108/
4383,Prohibition of Fur Farming Bill 2018,07,018/,https://www.oireachtas.ie/en/bills/bill/2018/107/
4384,Health and Social Care Professionals (Amendment) Act 2019,06,018/,https://www.oireachtas.ie/en/bills/bill/2018/106/
4385,Health (Regulation of Termination of Pregnancy) Act 2018,05,018/,https://www.oireachtas.ie/en/bills/bill/2018/105/
4386,Local Government (Water Pollution) (Amendment) Bill 2018,04,018/,https://www.oireachtas.ie/en/bills/bill/2018/104/
4387,National Lottery (Protection Of Central Fund) Bill 2018,03,018/,https://www.oireachtas.ie/en/bills/bill/2018/103/
4388,Statute Of Limitations (Amendment) Bill 2018,02,018/,https://www.oireachtas.ie/en/bills/bill/2018/102/
4389,Finance (African Development (Bank and Fund) and Miscellaneous Provisions) Act 2018,01,018/,https://www.oireachtas.ie/en/bills/bill/2018/101/
4390,Climate Action and Low Carbon Development (Emissions Targets) Bill 2018,00,018/,https://www.oireachtas.ie/en/bills/bill/2018/100/
4391,"Thirty-Seventh Amendment Of The Constitution (Economic, Social And Cultural Rights) Bill 2018",99,2018,https://www.oireachtas.ie/en/bills/bill/2018/99/
4392,Mental Health (Renewal Orders) Act 2018,98,2018,https://www.oireachtas.ie/en/bills/bill/2018/98/
4393,Personal Injuries Assessment Board (Amendment) Act 2019,97,2018,https://www.oireachtas.ie/en/bills/bill/2018/97/
4394,Local Government Rates and Other Matters Act 2019,96,2018,https://www.oireachtas.ie/en/bills/bill/2018/96/
4395,Qualifications and Quality Assurance (Education and Training) (Amendment) Act 2019,95,2018,https://www.oireachtas.ie/en/bills/bill/2018/95/
4396,Coroners (Amendment) Act 2019,94,2018,https://www.oireachtas.ie/en/bills/bill/2018/94/
4397,Criminal Law (Sexual Offences) (Amendment) Act 2019,93,2018,https://www.oireachtas.ie/en/bills/bill/2018/93/
4398,Criminal Justice (Mutual Recognition of Probation Judgments and Decisions) Act 2019,92,2018,https://www.oireachtas.ie/en/bills/bill/2018/92/
4399,Local Government Act 2019,91,2018,https://www.oireachtas.ie/en/bills/bill/2018/91/
4400,Health Service Executive (Governance) Act 2019,90,2018,https://www.oireachtas.ie/en/bills/bill/2018/90/
4401,Industrial Relations (Amendment) Act 2019,89,2018,https://www.oireachtas.ie/en/bills/bill/2018/89/
4402,Charities (Human Rights) Bill 2018,88,2018,https://www.oireachtas.ie/en/bills/bill/2018/88/
4403,Thirty-seventh Amendment of the Constitution (Repeal of offence of publication or utterance of blasphemous matter) Act 2018,87,2018,https://www.oireachtas.ie/en/bills/bill/2018/87/
4404,Road Traffic (Regulation of Rickshaws) (Amendment) Bill 2018,86,2018,https://www.oireachtas.ie/en/bills/bill/2018/86/
4405,Shared Maternity Leave and Benefit Bill 2018,85,2018,https://www.oireachtas.ie/en/bills/bill/2018/85/
4406,Dublin (North Inner City) Development Authority Bill 2018,84,2018,https://www.oireachtas.ie/en/bills/bill/2018/84/
4407,Assaults On Older Persons Bill 2018,83,2018,https://www.oireachtas.ie/en/bills/bill/2018/83/
4408,Climate Action and Low Carbon Development (Climate Change Reporting) Bill 2018,82,2018,https://www.oireachtas.ie/en/bills/bill/2018/82/
4409,Central Bank (National Claims Information Database) Act 2018,81,2018,https://www.oireachtas.ie/en/bills/bill/2018/81/
4410,Children's Health Act 2018,80,2018,https://www.oireachtas.ie/en/bills/bill/2018/80/
4411,Child and Family Agency (Foster Care Oversight) Bill 2018,79,2018,https://www.oireachtas.ie/en/bills/bill/2018/79/
4412,Forestry (Planning Permission) (Amendment) Bill 2018,78,2018,https://www.oireachtas.ie/en/bills/bill/2018/78/
4413,Affordable Housing and Fair Mortgage Bill 2018,77,2018,https://www.oireachtas.ie/en/bills/bill/2018/77/
4414,Public Service Superannuation (Age of Retirement) Act 2018,76,2018,https://www.oireachtas.ie/en/bills/bill/2018/76/
4415,Children and Family Relationships (Amendment) Act 2018,75,2018,https://www.oireachtas.ie/en/bills/bill/2018/75/
4416,Local Government (Restoration of Town Councils) Bill 2018,74,2018,https://www.oireachtas.ie/en/bills/bill/2018/74/
4417,Personal Injuries Assessment Board (Amendment) Bill 2018,73,2018,https://www.oireachtas.ie/en/bills/bill/2018/73/
4418,Property Services (Regulation) (Amendment) (Management Company Regulation) Bill 2018,72,2018,https://www.oireachtas.ie/en/bills/bill/2018/72/
4419,Traveller Culture and History in Education Bill 2018,71,2018,https://www.oireachtas.ie/en/bills/bill/2018/71/
4420,Industrial and Provident Societies (Amendment) Bill 2018,70,2018,https://www.oireachtas.ie/en/bills/bill/2018/70/
